date,state,tot_cases,conf_cases
24/01/20,IN,0,
24/01/20,AL,39,33
24/01/20,MO,0,
24/01/20,MT,0,
24/01/20,KY,0,
24/01/20,MD,0,
24/01/20,VT,0,
24/01/20,CA,0,
24/01/20,VA,0,
24/01/20,WY,0,
24/01/20,RI,0,
24/01/20,WI,0,
24/01/20,ID,0,
24/01/20,DE,0,
24/01/20,NV,0,
24/01/20,IL,1,
24/01/20,WA,1,
24/01/20,NJ,0,
24/01/20,FSM,0,
24/01/20,LA,0,
24/01/20,NM,0,
24/01/20,FL,0,
24/01/20,OH,0,
24/01/20,SD,0,
24/01/20,KS,0,
24/01/20,TX,0,
24/01/20,OK,0,
24/01/20,PA,0,
24/01/20,HI,0,
24/01/20,MP,0,
24/01/20,UT,0,
24/01/20,GA,0,
25/01/20,UT,0,
25/01/20,PA,0,
25/01/20,CO,0,
25/01/20,NYC,0,
25/01/20,MP,0,
25/01/20,PR,0,
25/01/20,PW,0,
25/01/20,OK,0,
25/01/20,MA,0,
25/01/20,FL,0,
25/01/20,WV,0,
25/01/20,OH,0,
25/01/20,AR,0,
25/01/20,IA,0,
25/01/20,HI,0,
25/01/20,OR,0,
25/01/20,ID,0,
25/01/20,MN,0,
25/01/20,NE,0,
25/01/20,ND,0,
25/01/20,IL,1,
25/01/20,FSM,0,
25/01/20,GU,0,
25/01/20,CT,0,
25/01/20,NJ,0,
25/01/20,CA,0,
25/01/20,NC,0,
25/01/20,VT,0,
25/01/20,MO,0,
25/01/20,NV,0,
25/01/20,LA,0,
25/01/20,WA,1,
25/01/20,MD,0,
25/01/20,MS,0,
25/01/20,WY,0,
25/01/20,WI,0,
25/01/20,VI,0,
25/01/20,MT,0,
25/01/20,NH,0,
25/01/20,AZ,0,
25/01/20,DC,0,
25/01/20,DE,0,
25/01/20,MI,0,
25/01/20,IN,0,
25/01/20,VA,0,
25/01/20,ME,0,
25/01/20,SC,0,
25/01/20,RI,0,
25/01/20,AL,42,36
25/01/20,KY,0,
25/01/20,RMI,0,
25/01/20,GA,0,
25/01/20,KS,0,
25/01/20,NY,0,
25/01/20,AS,0,
25/01/20,AK,0,
25/01/20,SD,0,
25/01/20,TN,0,
25/01/20,TX,0,
25/01/20,NM,0,
26/01/20,KS,0,
26/01/20,PR,0,
26/01/20,TX,0,
26/01/20,OH,0,
26/01/20,NYC,0,
26/01/20,PW,0,
26/01/20,AR,0,
26/01/20,MP,0,
26/01/20,UT,0,
26/01/20,CO,0,
26/01/20,GA,0,
26/01/20,HI,0,
26/01/20,OK,0,
26/01/20,FL,0,
26/01/20,NY,0,
26/01/20,FSM,0,
26/01/20,WA,1,
26/01/20,WY,0,
26/01/20,CA,2,
26/01/20,RI,0,
26/01/20,NE,0,
26/01/20,NH,0,
26/01/20,NV,0,
26/01/20,KY,0,
26/01/20,ND,0,
26/01/20,NJ,0,
26/01/20,ID,0,
26/01/20,IL,1,
26/01/20,AZ,1,
26/01/20,VT,0,
26/01/20,MT,0,
26/01/20,AL,42,36
26/01/20,GU,0,
26/01/20,LA,0,
26/01/20,MD,0,
26/01/20,ME,0,
26/01/20,MI,0,
26/01/20,CT,0,
26/01/20,VI,0,
26/01/20,NC,0,
26/01/20,SC,0,
26/01/20,WI,0,
26/01/20,MO,0,
26/01/20,OR,0,
26/01/20,IN,0,
26/01/20,DE,0,
26/01/20,DC,0,
26/01/20,MN,0,
26/01/20,MS,0,
26/01/20,VA,0,
26/01/20,WV,0,
26/01/20,RMI,0,
26/01/20,PA,0,
26/01/20,IA,0,
26/01/20,NM,0,
26/01/20,AS,0,
26/01/20,TN,0,
26/01/20,MA,0,
26/01/20,AK,0,
26/01/20,SD,0,
27/01/20,FL,0,
27/01/20,HI,0,
27/01/20,KS,0,
27/01/20,AR,0,
27/01/20,OH,0,
27/01/20,MP,0,
27/01/20,TN,0,
27/01/20,OK,0,
27/01/20,MA,0,
27/01/20,AK,0,
27/01/20,PR,0,
27/01/20,NM,0,
27/01/20,RMI,0,
27/01/20,PW,0,
27/01/20,NYC,0,
27/01/20,SD,0,
27/01/20,NJ,0,
27/01/20,NV,0,
27/01/20,MN,0,
27/01/20,CT,0,
27/01/20,NH,0,
27/01/20,MT,0,
27/01/20,IL,1,
27/01/20,DE,0,
27/01/20,CA,2,
27/01/20,LA,0,
27/01/20,NE,0,
27/01/20,NC,0,
27/01/20,MI,0,
27/01/20,MO,0,
27/01/20,GU,0,
27/01/20,ME,0,
27/01/20,OR,0,
27/01/20,IN,0,
27/01/20,VA,0,
27/01/20,VT,0,
27/01/20,WI,0,
27/01/20,AL,43,37
27/01/20,WY,0,
27/01/20,MS,0,
27/01/20,WA,1,
27/01/20,MD,0,
27/01/20,SC,0,
27/01/20,VI,0,
27/01/20,RI,0,
27/01/20,KY,0,
27/01/20,ID,0,
27/01/20,ND,0,
27/01/20,DC,0,
27/01/20,FSM,0,
27/01/20,AZ,1,
27/01/20,AS,0,
27/01/20,NY,0,
27/01/20,TX,0,
27/01/20,PA,0,
27/01/20,CO,0,
27/01/20,IA,0,
27/01/20,UT,0,
27/01/20,GA,0,
27/01/20,WV,0,
28/01/20,NYC,0,
28/01/20,TN,0,
28/01/20,TX,0,
28/01/20,OK,0,
28/01/20,AR,0,
28/01/20,PR,0,
28/01/20,PA,0,
28/01/20,KS,0,
28/01/20,RMI,0,
28/01/20,WV,0,
28/01/20,MP,0,
28/01/20,CO,0,
28/01/20,HI,0,
28/01/20,AS,0,
28/01/20,NY,0,
28/01/20,FSM,0,
28/01/20,NV,0,
28/01/20,SC,0,
28/01/20,WA,1,
28/01/20,WY,0,
28/01/20,IL,1,
28/01/20,ME,0,
28/01/20,IN,0,
28/01/20,MT,0,
28/01/20,CA,2,
28/01/20,MO,0,
28/01/20,VT,0,
28/01/20,VA,0,
28/01/20,DE,0,
28/01/20,MD,0,
28/01/20,MS,0,
28/01/20,MI,0,
28/01/20,MN,0,
28/01/20,VI,0,
28/01/20,LA,0,
28/01/20,ID,0,
28/01/20,NE,0,
28/01/20,DC,0,
28/01/20,NH,0,
28/01/20,GU,0,
28/01/20,WI,0,
28/01/20,AL,44,38
28/01/20,OR,0,
28/01/20,NC,0,
28/01/20,CT,0,
28/01/20,NJ,0,
28/01/20,ND,0,
28/01/20,AZ,1,
28/01/20,KY,0,
28/01/20,RI,0,
28/01/20,OH,0,
28/01/20,MA,0,
28/01/20,FL,0,
28/01/20,UT,0,
28/01/20,NM,0,
28/01/20,GA,0,
28/01/20,SD,0,
28/01/20,PW,0,
28/01/20,IA,0,
28/01/20,AK,0,
29/01/20,TX,0,
29/01/20,AS,0,
29/01/20,PW,0,
29/01/20,PA,0,
29/01/20,OK,0,
29/01/20,RMI,0,
29/01/20,NM,0,
29/01/20,GA,0,
29/01/20,NYC,0,
29/01/20,MP,0,
29/01/20,AK,0,
29/01/20,NY,0,
29/01/20,MA,0,
29/01/20,PR,0,
29/01/20,TN,0,
29/01/20,DC,0,
29/01/20,WI,0,
29/01/20,VT,0,
29/01/20,DE,0,
29/01/20,NJ,0,
29/01/20,NV,0,
29/01/20,ME,0,
29/01/20,MI,0,
29/01/20,FSM,0,
29/01/20,IN,0,
29/01/20,MD,0,
29/01/20,NE,0,
29/01/20,SC,0,
29/01/20,MT,0,
29/01/20,VI,0,
29/01/20,NC,0,
29/01/20,GU,0,
29/01/20,CT,0,
29/01/20,ID,0,
29/01/20,AL,45,39
29/01/20,NH,0,
29/01/20,WY,0,
29/01/20,KY,0,
29/01/20,LA,0,
29/01/20,MN,0,
29/01/20,MS,0,
29/01/20,OR,0,
29/01/20,RI,0,
29/01/20,MO,0,
29/01/20,CA,2,
29/01/20,IL,1,
29/01/20,AZ,1,
29/01/20,VA,0,
29/01/20,WA,1,
29/01/20,ND,0,
29/01/20,OH,0,
29/01/20,CO,0,
29/01/20,FL,0,
29/01/20,UT,0,
29/01/20,WV,0,
29/01/20,SD,0,
29/01/20,KS,0,
29/01/20,IA,0,
29/01/20,AR,0,
29/01/20,HI,0,
30/01/20,RMI,0,
30/01/20,WV,0,
30/01/20,KS,0,
30/01/20,OH,0,
30/01/20,GA,0,
30/01/20,HI,0,
30/01/20,NM,0,
30/01/20,TX,0,
30/01/20,UT,0,
30/01/20,TN,0,
30/01/20,PW,0,
30/01/20,AZ,1,
30/01/20,VT,0,
30/01/20,MO,0,
30/01/20,NH,0,
30/01/20,OR,0,
30/01/20,AL,47,41
30/01/20,FSM,0,
30/01/20,IN,0,
30/01/20,WA,1,
30/01/20,ND,0,
30/01/20,KY,0,
30/01/20,GU,0,
30/01/20,IL,1,
30/01/20,MS,0,
30/01/20,CA,2,
30/01/20,VI,0,
30/01/20,CT,0,
30/01/20,ID,0,
30/01/20,DE,0,
30/01/20,MD,0,
30/01/20,MN,0,
30/01/20,NJ,0,
30/01/20,ME,0,
30/01/20,MI,0,
30/01/20,NV,0,
30/01/20,WI,0,
30/01/20,MT,0,
30/01/20,DC,0,
30/01/20,LA,0,
30/01/20,SC,0,
30/01/20,WY,0,
30/01/20,NC,0,
30/01/20,NE,0,
30/01/20,VA,0,
30/01/20,RI,0,
30/01/20,MP,0,
30/01/20,PR,0,
30/01/20,NYC,0,
30/01/20,MA,0,
30/01/20,AS,0,
30/01/20,AK,0,
30/01/20,AR,0,
30/01/20,IA,0,
30/01/20,OK,0,
30/01/20,FL,0,
30/01/20,PA,0,
30/01/20,CO,0,
30/01/20,NY,0,
30/01/20,SD,0,
31/01/20,CO,0,
31/01/20,AS,0,
31/01/20,GA,0,
31/01/20,OH,0,
31/01/20,MP,0,
31/01/20,PW,0,
31/01/20,UT,0,
31/01/20,AR,0,
31/01/20,SD,0,
31/01/20,PR,0,
31/01/20,TN,0,
31/01/20,NM,0,
31/01/20,NYC,0,
31/01/20,CA,3,
31/01/20,WI,0,
31/01/20,WA,1,
31/01/20,ID,0,
31/01/20,AZ,1,
31/01/20,NJ,0,
31/01/20,DC,0,
31/01/20,IN,0,
31/01/20,WY,0,
31/01/20,MD,0,
31/01/20,NV,0,
31/01/20,NH,0,
31/01/20,SC,0,
31/01/20,MN,0,
31/01/20,MO,0,
31/01/20,VA,0,
31/01/20,VI,0,
31/01/20,LA,0,
31/01/20,MI,0,
31/01/20,DE,0,
31/01/20,RI,0,
31/01/20,KY,0,
31/01/20,IL,2,
31/01/20,GU,0,
31/01/20,MS,0,
31/01/20,AL,49,41
31/01/20,OR,0,
31/01/20,NC,0,
31/01/20,MT,0,
31/01/20,VT,0,
31/01/20,ME,0,
31/01/20,CT,0,
31/01/20,FSM,0,
31/01/20,NE,0,
31/01/20,ND,0,
31/01/20,NY,0,
31/01/20,TX,0,
31/01/20,WV,0,
31/01/20,HI,0,
31/01/20,FL,0,
31/01/20,RMI,0,
31/01/20,OK,0,
31/01/20,AK,0,
31/01/20,MA,0,
31/01/20,IA,0,
31/01/20,KS,0,
31/01/20,PA,0,
01/02/20,UT,0,
01/02/20,WV,0,
01/02/20,FL,0,
01/02/20,MA,1,
01/02/20,OH,0,
01/02/20,AR,0,
01/02/20,TX,0,
01/02/20,NYC,0,
01/02/20,HI,0,
01/02/20,TN,0,
01/02/20,PW,0,
01/02/20,NE,0,
01/02/20,CA,27,
01/02/20,IL,2,
01/02/20,NC,0,
01/02/20,AL,52,44
01/02/20,FSM,0,
01/02/20,WI,0,
01/02/20,IN,0,
01/02/20,KY,0,
01/02/20,DC,0,
01/02/20,WA,1,
01/02/20,MN,0,
01/02/20,VI,0,
01/02/20,RI,0,
01/02/20,NJ,0,
01/02/20,DE,0,
01/02/20,MT,0,
01/02/20,AZ,1,
01/02/20,MD,0,
01/02/20,CT,0,
01/02/20,VT,0,
01/02/20,GU,0,
01/02/20,OR,0,
01/02/20,SC,0,
01/02/20,MS,0,
01/02/20,ND,0,
01/02/20,ID,0,
01/02/20,NV,0,
01/02/20,WY,0,
01/02/20,MO,0,
01/02/20,MI,0,
01/02/20,ME,0,
01/02/20,LA,0,
01/02/20,NH,0,
01/02/20,VA,0,
01/02/20,MP,0,
01/02/20,PR,0,
01/02/20,NY,0,
01/02/20,KS,0,
01/02/20,AK,0,
01/02/20,GA,0,
01/02/20,NM,0,
01/02/20,CO,0,
01/02/20,OK,0,
01/02/20,RMI,0,
01/02/20,IA,0,
01/02/20,AS,0,
01/02/20,SD,0,
01/02/20,PA,0,
02/02/20,PR,0,
02/02/20,TX,0,
02/02/20,AK,0,
02/02/20,WV,0,
02/02/20,HI,0,
02/02/20,UT,0,
02/02/20,AR,0,
02/02/20,NM,0,
02/02/20,PA,0,
02/02/20,GU,0,
02/02/20,VT,0,
02/02/20,WA,1,
02/02/20,WI,0,
02/02/20,RI,0,
02/02/20,KY,0,
02/02/20,CA,32,
02/02/20,MD,0,
02/02/20,ID,0,
02/02/20,MT,0,
02/02/20,NC,0,
02/02/20,OR,0,
02/02/20,LA,0,
02/02/20,IL,2,
02/02/20,ME,0,
02/02/20,DC,0,
02/02/20,NV,0,
02/02/20,FSM,0,
02/02/20,SC,0,
02/02/20,MS,0,
02/02/20,NE,0,
02/02/20,AL,53,45
02/02/20,AZ,1,
02/02/20,WY,0,
02/02/20,CT,0,
02/02/20,MN,0,
02/02/20,DE,0,
02/02/20,NH,0,
02/02/20,MO,0,
02/02/20,ND,0,
02/02/20,NJ,0,
02/02/20,VI,0,
02/02/20,VA,0,
02/02/20,IN,0,
02/02/20,MI,0,
02/02/20,OH,0,
02/02/20,AS,0,
02/02/20,OK,0,
02/02/20,PW,0,
02/02/20,RMI,0,
02/02/20,KS,0,
02/02/20,NYC,0,
02/02/20,CO,0,
02/02/20,MA,1,
02/02/20,FL,0,
02/02/20,MP,0,
02/02/20,GA,0,
02/02/20,IA,0,
02/02/20,TN,0,
02/02/20,SD,0,
02/02/20,NY,0,
03/02/20,PA,0,
03/02/20,SD,0,
03/02/20,CO,0,
03/02/20,KS,0,
03/02/20,AK,0,
03/02/20,OH,0,
03/02/20,NM,0,
03/02/20,TX,0,
03/02/20,RMI,0,
03/02/20,AR,0,
03/02/20,MP,0,
03/02/20,PW,0,
03/02/20,GA,0,
03/02/20,PR,0,
03/02/20,IA,0,
03/02/20,DC,0,
03/02/20,RI,0,
03/02/20,MN,0,
03/02/20,WY,0,
03/02/20,LA,0,
03/02/20,FSM,0,
03/02/20,NJ,0,
03/02/20,SC,0,
03/02/20,CT,0,
03/02/20,VA,0,
03/02/20,AL,57,49
03/02/20,NE,0,
03/02/20,IN,0,
03/02/20,AZ,1,
03/02/20,MI,0,
03/02/20,OR,0,
03/02/20,GU,0,
03/02/20,VT,0,
03/02/20,ME,0,
03/02/20,WI,0,
03/02/20,CA,36,
03/02/20,DE,0,
03/02/20,ND,0,
03/02/20,WA,1,
03/02/20,KY,0,
03/02/20,NC,0,
03/02/20,MS,0,
03/02/20,NV,0,
03/02/20,VI,0,
03/02/20,MD,0,
03/02/20,MO,0,
03/02/20,ID,0,
03/02/20,IL,2,
03/02/20,NH,0,
03/02/20,MT,0,
03/02/20,MA,1,
03/02/20,UT,0,
03/02/20,FL,0,
03/02/20,NY,0,
03/02/20,TN,0,
03/02/20,WV,0,
03/02/20,AS,0,
03/02/20,OK,0,
03/02/20,HI,0,
03/02/20,NYC,0,
04/02/20,CO,0,
04/02/20,NY,0,
04/02/20,TN,0,
04/02/20,TX,0,
04/02/20,NYC,0,
04/02/20,PR,0,
04/02/20,AK,0,
04/02/20,OH,0,
04/02/20,SD,0,
04/02/20,MP,0,
04/02/20,PA,0,
04/02/20,CA,36,
04/02/20,RI,0,
04/02/20,IN,0,
04/02/20,CT,0,
04/02/20,VI,0,
04/02/20,NJ,0,
04/02/20,ME,0,
04/02/20,DC,0,
04/02/20,LA,0,
04/02/20,KY,0,
04/02/20,SC,0,
04/02/20,NC,0,
04/02/20,NV,0,
04/02/20,WI,0,
04/02/20,FSM,0,
04/02/20,MS,0,
04/02/20,AL,58,50
04/02/20,WA,1,
04/02/20,GU,0,
04/02/20,OR,0,
04/02/20,MT,0,
04/02/20,AZ,1,
04/02/20,DE,0,
04/02/20,ID,0,
04/02/20,IL,2,
04/02/20,VT,0,
04/02/20,NE,0,
04/02/20,VA,0,
04/02/20,ND,0,
04/02/20,MD,0,
04/02/20,MI,0,
04/02/20,WY,0,
04/02/20,MN,0,
04/02/20,MO,0,
04/02/20,NH,0,
04/02/20,AR,0,
04/02/20,AS,0,
04/02/20,MA,1,
04/02/20,FL,0,
04/02/20,OK,0,
04/02/20,NM,0,
04/02/20,KS,0,
04/02/20,IA,0,
04/02/20,WV,0,
04/02/20,GA,0,
04/02/20,UT,0,
04/02/20,PW,0,
04/02/20,HI,0,
04/02/20,RMI,0,
05/02/20,KS,0,
05/02/20,AS,0,
05/02/20,TX,0,
05/02/20,WV,0,
05/02/20,PR,0,
05/02/20,PA,0,
05/02/20,CO,0,
05/02/20,NY,0,
05/02/20,MP,0,
05/02/20,RMI,0,
05/02/20,IA,0,
05/02/20,FL,0,
05/02/20,KY,0,
05/02/20,WA,1,
05/02/20,MO,0,
05/02/20,AL,59,51
05/02/20,GU,0,
05/02/20,OR,0,
05/02/20,MN,0,
05/02/20,CA,40,
05/02/20,ND,0,
05/02/20,WI,0,
05/02/20,NE,0,
05/02/20,SC,0,
05/02/20,IN,0,
05/02/20,MS,0,
05/02/20,LA,0,
05/02/20,MT,0,
05/02/20,RI,0,
05/02/20,DE,0,
05/02/20,NC,0,
05/02/20,NH,0,
05/02/20,NJ,0,
05/02/20,AZ,1,
05/02/20,FSM,0,
05/02/20,WY,0,
05/02/20,IL,2,
05/02/20,CT,0,
05/02/20,DC,0,
05/02/20,VT,0,
05/02/20,MD,0,
05/02/20,ME,0,
05/02/20,MI,0,
05/02/20,ID,0,
05/02/20,NV,0,
05/02/20,VI,0,
05/02/20,VA,0,
05/02/20,OH,0,
05/02/20,TN,0,
05/02/20,GA,0,
05/02/20,AK,0,
05/02/20,AR,0,
05/02/20,HI,0,
05/02/20,MA,1,
05/02/20,UT,0,
05/02/20,OK,0,
05/02/20,NYC,0,
05/02/20,SD,0,
05/02/20,NM,0,
05/02/20,PW,0,
06/02/20,OK,0,
06/02/20,TX,0,
06/02/20,MP,0,
06/02/20,OH,0,
06/02/20,NY,0,
06/02/20,PR,0,
06/02/20,PW,0,
06/02/20,PA,0,
06/02/20,AS,0,
06/02/20,NM,0,
06/02/20,WV,0,
06/02/20,GA,0,
06/02/20,FL,0,
06/02/20,KS,0,
06/02/20,VT,0,
06/02/20,KY,0,
06/02/20,NJ,0,
06/02/20,MS,0,
06/02/20,CT,0,
06/02/20,LA,0,
06/02/20,DC,0,
06/02/20,DE,0,
06/02/20,IN,0,
06/02/20,MN,0,
06/02/20,GU,0,
06/02/20,RI,0,
06/02/20,NV,0,
06/02/20,IL,2,
06/02/20,ID,0,
06/02/20,NC,0,
06/02/20,AZ,1,
06/02/20,OR,0,
06/02/20,CA,46,
06/02/20,MT,0,
06/02/20,NE,0,
06/02/20,ND,0,
06/02/20,MD,0,
06/02/20,AL,59,51
06/02/20,WY,0,
06/02/20,VI,0,
06/02/20,NH,0,
06/02/20,VA,0,
06/02/20,WI,0,
06/02/20,FSM,0,
06/02/20,SC,0,
06/02/20,MO,0,
06/02/20,ME,0,
06/02/20,WA,1,
06/02/20,MI,0,
06/02/20,TN,0,
06/02/20,SD,0,
06/02/20,NYC,0,
06/02/20,AK,0,
06/02/20,RMI,0,
06/02/20,MA,1,
06/02/20,UT,0,
06/02/20,CO,0,
06/02/20,HI,0,
06/02/20,AR,0,
06/02/20,IA,0,
07/02/20,MA,1,
07/02/20,OK,1,
07/02/20,PA,0,
07/02/20,PR,0,
07/02/20,NY,0,
07/02/20,OH,0,
07/02/20,FL,0,
07/02/20,MP,0,
07/02/20,RMI,0,
07/02/20,AK,0,
07/02/20,AR,0,
07/02/20,TX,0,
07/02/20,TN,0,
07/02/20,GA,0,
07/02/20,KY,0,
07/02/20,FSM,0,
07/02/20,NH,0,
07/02/20,MO,0,
07/02/20,LA,0,
07/02/20,DE,0,
07/02/20,MS,0,
07/02/20,VA,0,
07/02/20,AZ,1,
07/02/20,NE,0,
07/02/20,VT,0,
07/02/20,WA,1,
07/02/20,MI,0,
07/02/20,SC,0,
07/02/20,ME,0,
07/02/20,VI,0,
07/02/20,IN,0,
07/02/20,NV,0,
07/02/20,RI,0,
07/02/20,IL,2,
07/02/20,MT,0,
07/02/20,NC,0,
07/02/20,CA,79,
07/02/20,GU,0,
07/02/20,MN,0,
07/02/20,WI,0,
07/02/20,WY,0,
07/02/20,AL,59,51
07/02/20,ID,0,
07/02/20,ND,0,
07/02/20,NJ,0,
07/02/20,DC,0,
07/02/20,OR,0,
07/02/20,CT,0,
07/02/20,MD,0,
07/02/20,AS,0,
07/02/20,WV,0,
07/02/20,IA,0,
07/02/20,PW,0,
07/02/20,HI,0,
07/02/20,CO,0,
07/02/20,KS,0,
07/02/20,UT,0,
07/02/20,NYC,0,
07/02/20,NM,0,
07/02/20,SD,0,
08/02/20,KS,0,
08/02/20,GA,0,
08/02/20,NY,0,
08/02/20,OK,1,
08/02/20,FL,0,
08/02/20,MP,0,
08/02/20,NM,0,
08/02/20,AK,0,
08/02/20,HI,0,
08/02/20,CO,0,
08/02/20,AS,0,
08/02/20,LA,0,
08/02/20,CA,86,
08/02/20,SC,0,
08/02/20,NE,0,
08/02/20,NV,0,
08/02/20,MS,0,
08/02/20,DE,0,
08/02/20,MN,0,
08/02/20,VI,0,
08/02/20,OR,0,
08/02/20,ND,0,
08/02/20,NC,0,
08/02/20,RI,0,
08/02/20,GU,0,
08/02/20,MT,0,
08/02/20,CT,0,
08/02/20,ID,0,
08/02/20,FSM,0,
08/02/20,MD,0,
08/02/20,IL,2,
08/02/20,KY,0,
08/02/20,ME,0,
08/02/20,MO,0,
08/02/20,WY,0,
08/02/20,AL,60,52
08/02/20,MI,0,
08/02/20,NH,0,
08/02/20,VA,0,
08/02/20,IN,0,
08/02/20,DC,0,
08/02/20,WA,1,
08/02/20,AZ,1,
08/02/20,NJ,0,
08/02/20,WI,0,
08/02/20,VT,0,
08/02/20,PA,0,
08/02/20,TX,0,
08/02/20,PW,0,
08/02/20,RMI,0,
08/02/20,IA,0,
08/02/20,PR,0,
08/02/20,WV,0,
08/02/20,OH,0,
08/02/20,NYC,0,
08/02/20,UT,0,
08/02/20,TN,0,
08/02/20,SD,0,
08/02/20,MA,1,
08/02/20,AR,0,
09/02/20,AK,0,
09/02/20,TX,0,
09/02/20,TN,0,
09/02/20,GA,0,
09/02/20,PR,0,
09/02/20,MP,0,
09/02/20,AS,0,
09/02/20,KS,0,
09/02/20,NYC,0,
09/02/20,RMI,0,
09/02/20,PA,0,
09/02/20,HI,0,
09/02/20,NM,0,
09/02/20,SC,0,
09/02/20,RI,0,
09/02/20,CT,0,
09/02/20,MO,0,
09/02/20,ND,0,
09/02/20,WI,0,
09/02/20,KY,0,
09/02/20,NJ,0,
09/02/20,AZ,1,
09/02/20,VT,0,
09/02/20,ID,0,
09/02/20,MI,0,
09/02/20,NE,0,
09/02/20,MS,0,
09/02/20,DE,0,
09/02/20,IN,0,
09/02/20,LA,0,
09/02/20,MD,0,
09/02/20,NV,0,
09/02/20,WY,0,
09/02/20,OR,0,
09/02/20,NC,0,
09/02/20,WA,1,
09/02/20,DC,0,
09/02/20,IL,2,
09/02/20,ME,0,
09/02/20,NH,0,
09/02/20,VA,0,
09/02/20,MN,0,
09/02/20,FSM,0,
09/02/20,AL,62,54
09/02/20,VI,0,
09/02/20,MT,0,
09/02/20,CA,91,
09/02/20,GU,0,
09/02/20,SD,0,
09/02/20,FL,0,
09/02/20,PW,0,
09/02/20,UT,0,
09/02/20,NY,0,
09/02/20,IA,0,
09/02/20,CO,0,
09/02/20,WV,0,
09/02/20,AR,0,
09/02/20,MA,1,
09/02/20,OH,0,
09/02/20,OK,1,
10/02/20,AK,0,
10/02/20,WV,0,
10/02/20,PW,0,
10/02/20,MA,1,
10/02/20,OK,1,
10/02/20,NM,0,
10/02/20,CO,0,
10/02/20,GA,0,
10/02/20,NY,0,
10/02/20,AS,0,
10/02/20,TN,0,
10/02/20,OH,0,
10/02/20,MN,0,
10/02/20,SC,0,
